,region_code,region,total_earners,median_age,income_sum,income_median,income_mean
1374,311061332,Rochedale South - Priestdale,9328,41,553598499,53549,59348
1375,311061333,Slacks Creek,5037,39,249170112,46198,49468
1376,311061334,Springwood,5850,42,344256072,52139,58847
1377,311061335,Underwood,3965,39,227807324,48568,57455
1378,311061336,Woodridge,5232,37,221045680,41004,42249
1379,312011337,Bowen,5605,42,315149642,43053,56227
1380,312011338,Broadsound - Nebo,3868,41,319359499,70523,82565
1381,312011339,Clermont,2146,41,143182945,55266,66721
1382,312011340,Collinsville,1808,45,111736266,48696,61801
1383,312011341,Moranbah,5096,37,496266450,88459,97384
1384,312021342,Andergrove - Beaconsfield,8933,40,610745968,57456,68370
1385,312021343,East Mackay,2203,43,159726650,60094,72504
1386,312021344,Eimeo - Rural View,7880,39,627477042,64215,79629
1387,312021345,Eungella Hinterland,5,44,236181,62923,47236
1388,312021346,Mackay,2440,41,152664266,50802,62567
1389,312021347,Mackay Harbour,323,52,33682047,79603,104279
1390,312021348,Mount Pleasant - Glenella,7097,44,567304480,63249,79936
1391,312021349,North Mackay,3608,41,232690092,52585,64493
1392,312021350,Ooralea - Bakers Creek,3467,39,258952155,62684,74691
1393,312021351,Pioneer Valley,5003,41,351334523,58392,70225
1394,312021352,Sarina,6714,45,465160444,57349,69282
1395,312021353,Seaforth - Calen,4825,48,320168695,53516,66356
1396,312021354,Shoal Point - Bucasia,3571,42,262538168,59836,73520
1397,312021355,Slade Point,1969,44,131059712,56250,66562
1398,312021356,South Mackay,4045,41,253934674,55782,62777
1399,312021357,Walkerston - Eton,5259,44,369106994,58244,70186
1400,312021358,West Mackay,3622,43,256927269,59649,70935
1401,312031359,Airlie - Whitsundays,8748,39,506793550,47440,57933
1402,312031360,Cape Conway,np,np,np,np,np
1403,312031361,Proserpine,5106,46,296128289,48307,57996
1404,313011362,Beachmere - Sandstone Point,7936,48,414122530,43957,52183
1405,313011363,Bribie Island,9168,55,464316708,38476,50645
1406,313021364,Burpengary - East,3284,41,206477036,54752,62874
1407,313021365,Caboolture,14278,39,702088344,43688,49173
1408,313021366,Caboolture - South,10664,37,497657366,43284,46667
1409,313021367,Elimbah,2649,44,153750923,48631,58041
1410,313021368,Morayfield - East,5032,37,246185853,46681,48924
1411,313021369,Wamuran,2548,45,143708649,47642,56401
1412,313031370,Kilcoy,3184,43,160502384,45935,50409
1413,313031371,Woodford - D'Aguilar,4113,46,219305324,46575,53320
1414,313041372,Burpengary,8723,42,483724357,49313,55454
1415,313041373,Deception Bay,10748,42,544915930,46504,50699
1416,313041374,Morayfield,3326,45,185534465,49566,55783
1417,313041375,Narangba,11653,41,715983351,55030,61442
1418,313041376,Upper Caboolture,1906,46,115637037,49963,60670
1419,313051377,Clontarf,4636,45,261588382,50229,56425
1420,313051378,Margate - Woody Point,6453,47,379712596,50230,58843
1421,313051379,Redcliffe,5441,49,294226813,46705,54076
1422,313051380,Rothwell - Kippa-Ring,8669,43,441611973,46314,50942
1423,313051542,Scarborough - Newport - Moreton Island,8144,50,546655959,51348,67124
1424,314011382,Albany Creek,10241,45,704339107,57571,68776
1425,314011383,Cashmere,12429,41,849536157,59353,68351
1426,314011384,Dayboro,5444,47,368046779,53761,67606
1427,314011385,Eatons Hill,5152,44,377994111,60668,73368
1428,314011386,The Hills District,15019,43,1023195986,59942,68127
1429,314011387,Samford Valley,8011,48,658902254,59207,82250
1430,314021388,Dakabin - Kallangur,14463,38,780495622,49676,53965
1431,314021389,Murrumba Downs - Griffin,12432,37,763516144,54371,61415
1432,314021390,North Lakes - Mango Hill,20714,39,1334154911,55047,64408
1433,314031391,Bray Park,5704,40,314891806,50757,55205
1434,314031392,Lawnton,3662,39,202891088,51898,55404
1435,314031393,Petrie,5224,43,310096502,53480,59360
1436,314031394,Strathpine - Brendale,7185,40,380295474,48394,52929
1437,315011395,Aurukun,365,41,14097557,24529,38623
1438,315011396,Cape York,3210,43,160959780,40183,50143
1439,315011397,Croydon - Etheridge,589,45,27436435,40464,46581
1440,315011398,Kowanyama - Pormpuraaw,607,41,22457811,27037,36998
1441,315011399,Northern Peninsula,1007,37,49025633,42692,48685
1442,315011400,Tablelands,2907,47,136121761,38435,46826
1443,315011401,Torres,1753,39,116028727,57163,66189
1444,315011402,Torres Strait Islands,1149,39,51868308,40922,45142
1445,315011403,Weipa,2438,37,226019606,88472,92707
1446,315021404,Carpentaria,1924,40,100132925,43387,52044
1447,315021405,Mount Isa,10851,37,869040334,71338,80089
1448,315021406,Mount Isa Region,1768,38,128586188,60508,72730
1449,315021407,Northern Highlands,1929,44,89590482,47882,46444
1450,315031408,Barcaldine - Blackall,2699,47,134985889,45175,50013
1451,315031409,Charleville,2445,43,120700818,47243,49366
1452,315031410,Far Central West,1228,44,68079396,49576,55439
1453,315031411,Far South West,1402,46,60561087,43349,43196
1454,315031412,Longreach,2263,44,127848581,51923,56495
1455,316011413,Buderim - North,10868,48,675145154,45600,62122
1456,316011414,Buderim - South,10916,46,716184050,47219,65609
1457,316011415,Mountain Creek,7393,41,425194856,48227,57513
1458,316011416,Sippy Downs,5678,39,286536519,42861,50464
1459,316021417,Aroona - Currimundi,5924,45,322691591,45063,54472
1460,316021418,Buddina - Minyama,4503,47,336577093,48448,74745
1461,316021419,Caloundra - Kings Beach,3772,51,201843440,40239,53511
1462,316021420,Caloundra - West,14205,40,788409246,48835,55502
1463,316021421,Golden Beach - Pelican Waters,7423,52,426334481,42367,57434
1464,316021422,Moffat Beach - Battery Hill,4992,47,304743745,45568,61046
1465,316021423,Parrearra - Warana,6022,46,375944112,47281,62428
1466,316021424,Wurtulla - Birtinya,5828,42,361488827,49146,62026
1467,316031425,Coolum Beach,9634,45,566823236,46623,58836
1468,316031426,Marcoola - Mudjimba,7458,48,415177612,44854,55669
1469,316031427,Maroochydore - Kuluin,12863,43,691330561,43779,53746
1470,316031428,Mooloolaba - Alexandra Headland,8342,45,521421757,46174,62506
1471,316051434,Noosa Heads,3300,53,225207487,41683,68245
1472,316051435,Noosaville,5844,53,366225924,40217,62667
1473,316051437,Sunshine Beach,4671,48,300450288,43423,64322
1474,316051438,Tewantin,5700,48,270303943,39797,47422
1475,316051543,Peregian Beach - Marcus Beach,2751,47,175391192,42758,63755
1476,316051544,Peregian Springs,5512,43,314308884,45726,57023
1477,316061439,Beerwah,5000,44,277397053,45861,55479
1478,316061440,Caloundra Hinterland,5361,55,260522695,34412,48596
1479,316061441,Glass House Mountains,3680,45,202289900,47433,54970
1480,316061442,Landsborough,7316,43,415977106,47347,56859
1481,316061443,Maroochy Hinterland,3936,52,206329325,37796,52421
1482,316061444,Palmwoods,6739,47,386179827,45318,57305
1483,316071545,Bli Bli,6140,42,337143672,47862,54909
1484,316071546,Diddillibah - Rosemount,2457,48,148834820,46126,60576
1485,316071547,Eumundi - Yandina,7225,47,408577584,44701,56551
1486,316071548,Nambour,11534,43,579717607,45565,50262
1487,316081549,Noosa Hinterland,14124,49,755918018,40518,53520
1488,317011445,Cambooya - Wyreema,4600,42,303265457,54823,65927
1489,317011446,Darling Heights,7485,36,399915318,45999,53429
1490,317011447,Drayton - Harristown,5305,40,272395405,47444,51347
1491,317011448,Gatton,4991,32,206074104,35489,41289
1492,317011449,Gowrie (Qld),4033,41,238906561,54325,59238
1493,317011450,Highfields,8419,46,535358961,54322,63589
1494,317011451,Lockyer Valley - West,7021,45,391592044,48434,55774
1495,317011452,Middle Ridge,4481,47,341860862,58958,76291
1496,317011453,Newtown (Qld),5274,37,269004382,47069,51006
1497,317011454,North Toowoomba - Harlaxton,3070,39,178918825,48250,58280
1498,317011455,Rangeville,5158,46,341134089,52353,66137
1499,317011456,Toowoomba - Central,7889,40,436283497,49288,55303
1500,317011457,Toowoomba - East,6116,45,483363605,57789,79033
1501,317011458,Toowoomba - West,8972,40,548019585,53471,61081
1502,317011459,Wilsonton,6660,42,332277675,47600,49892
1503,318011460,Ayr,5402,44,314214280,48009,58166
1504,318011461,Burdekin,4521,47,247108927,48366,54658
1505,318011462,Charters Towers,3873,44,227904782,50781,58845
1506,318011463,Dalrymple,1807,46,98812425,46697,54683
1507,318011464,Ingham,2383,49,129633197,45652,54399
1508,318011465,Ingham Region,3619,51,197033279,48126,54444
1509,318011466,Palm Island,576,39,27757149,42819,48189
1510,318021467,Aitkenvale,2579,42,143848078,47404,55777
1511,318021468,Annandale,5269,46,388397942,59801,73714
1512,318021469,Belgian Gardens - Pallarenda,1921,46,152302570,61682,79283
1513,318021470,Bohle Plains,5008,38,350161438,65260,69920
1514,318021471,Condon - Rasmussen,5474,40,299816393,50344,54771
1515,318021472,Cranbrook,3260,43,175256041,46866,53760
1516,318021473,Deeragun,14271,36,947213468,61189,66373
1517,318021474,Douglas,4687,33,335299157,64996,71538
1518,318021475,Garbutt - West End,3528,41,214785058,54324,60880
1519,318021476,Gulliver - Currajong - Vincent,4144,41,230142860,51444,55536
1520,318021477,Heatley,2009,43,106457640,48219,52990
1521,318021478,Hermit Park - Rosslea,2872,41,177789383,54000,61904
1522,318021479,Hyde Park - Pimlico,2709,42,171703614,52919,63383
1523,318021480,Kelso,5650,40,322156465,51122,57019
1524,318021481,Kirwan - East,4001,42,213724764,48121,53418
1525,318021482,Kirwan - West,9388,42,596018030,57000,63487
1526,318021483,Magnetic Island,1384,53,65476602,35945,47310
1527,318021484,Mount Louisa,5947,38,405021417,59016,68105
1528,318021485,Mundingburra,1913,45,122840480,51619,64214
1529,318021486,Northern Beaches,3636,46,215635983,51990,59306
1530,318021487,Oonoonba,3994,38,292151818,64824,73148
1531,318021488,South Townsville - Railway Estate,3252,40,200975793,53176,61801
1532,318021489,Townsville - South,2779,47,182920260,57605,65822
1533,318021490,Townsville City - North Ward,6204,43,534565846,64833,86165
1534,318021491,Wulguru - Roseneath,2831,43,166481334,52916,58807
1535,319011492,Ashfield - Kepnock,2625,42,137462459,46234,52367
1536,319011493,Bargara - Burnett Heads,9556,48,568776254,46878,59520
1537,319011494,Branyan - Kensington,2724,43,159023166,49582,58379
1538,319011495,Bundaberg,3155,35,133282878,33969,42245
1539,319011496,Bundaberg East - Kalkie,2992,42,166761704,46715,55736
1540,319011497,Bundaberg North - Gooburrum,3566,46,173357426,41198,48614
1541,319011498,Bundaberg Region - North,4645,48,225616202,40439,48572
1542,319011499,Bundaberg Region - South,5035,50,234697784,37353,46613
1543,319011500,Millbank - Avoca,3465,45,176010255,45066,50797
1544,319011501,Svensson Heights - Norville,2691,44,129616954,44782,48167
1545,319011502,Walkervale - Avenell Heights,5083,43,244236916,43547,48050
1546,319021503,Gayndah - Mundubbera,3672,46,153832333,35329,41893
1547,319021504,Gin Gin,2394,50,97593402,31544,40766
1548,319021505,Kingaroy,5316,42,293395384,45882,55191
1549,319021506,Kingaroy Region - North,4123,48,172332218,37377,41798
1550,319021507,Kingaroy Region - South,2311,48,106764157,37919,46198
1551,319021508,Monto - Eidsvold,1873,49,82025574,35025,43794
1552,319021509,Nanango,3917,49,178130615,37067,45476
1553,319021510,North Burnett,np,np,np,np,np
1554,319031511,Cooloola,2666,54,109669829,29377,41136
1555,319031512,Gympie - North,6665,44,312449850,41236,46879
1556,319031513,Gympie - South,3648,45,189020951,44367,51815
1557,319031514,Gympie Region,10466,48,500273745,39504,47800
1558,319031515,Kilkivan,1819,49,70756130,33131,38898
1559,319041516,Booral - River Heads,2741,48,139134534,42445,50761
1560,319041517,Craignish - Dundowran Beach,3049,48,181500673,45874,59528
1561,319041518,Pialba - Eli Waters,6545,47,337169375,40808,51516
1562,319041519,Point Vernon,2508,49,120682678,39092,48119
1563,319041520,Torquay - Scarness - Kawungan,6765,47,330939366,41050,48919
1564,319041521,Urangan - Wondunna,6642,47,335829847,41902,50562
1565,319051522,Burrum - Fraser,4326,50,196250069,37990,45365
1566,319051523,Granville,1360,47,64404010,43114,47356
1567,319051524,Maryborough (Qld),7657,46,368688875,43273,48151
1568,319051525,Maryborough Region - South,3995,51,174591646,36236,43703
1569,319051526,Tinana,2924,48,149999106,44217,51299
1570,South Australia,,976961,44,58495262668,49888,59875
1571,401011001,Adelaide,9282,37,606994643,45391,65395
1572,401011002,North Adelaide,4251,46,453369795,62709,106650
1573,401021003,Adelaide Hills,4252,49,264179635,50617,62131
1574,401021004,Aldgate - Stirling,11518,48,923855852,58003,80210
1575,401021005,Hahndorf - Echunga,2865,49,192922360,49999,67338
1576,401021006,Lobethal - Woodside,5653,47,354422352,50174,62696
1577,401021007,Mount Barker,11357,43,680375623,51512,59908
1578,401021008,Mount Barker Region,4109,47,235594415,48910,57336
1579,401021009,Nairne,3019,42,168763973,50461,55901
1580,401021010,Uraidla - Summertown,3479,48,250359225,55332,71963
1581,401031011,Burnside - Wattle Park,12268,48,1054101751,58148,85923
1582,401031012,Glenside - Beaumont,6564,49,608327582,57976,92676
1583,401031013,Toorak Gardens,10865,50,1035794988,59390,95333
1584,401041014,Athelstone,6108,46,369542767,52131,60501
1585,401041015,Paradise - Newton,11529,42,618105575,46989,53613
1586,401041016,Rostrevor - Magill,13328,44,797548508,49834,59840
1587,401051017,Norwood (SA),6923,44,525920872,56372,75967
1588,401051018,Payneham - Felixstow,7415,42,446743495,49595,60249
1589,401051019,St Peters - Marden,8481,45,724244653,57921,85396
1590,401061020,Nailsworth - Broadview,3973,42,284243108,58586,71544
1591,401061021,Prospect,9533,41,660659054,55892,69302
1592,401061022,Walkerville,5022,48,554581501,62884,110430
1593,401071023,Goodwood - Millswood,11584,44,990803197,60001,85532
1594,401071024,Unley - Parkside,13347,47,1129448262,59965,84622
1595,402011025,Gawler - North,5550,44,328098211,53011,59117
1596,402011026,Gawler - South,11310,44,631605102,50297,55845
1597,402011027,Lewiston - Two Wells,3362,45,191272424,51602,56892
1598,402021028,Craigmore - Blakeview,10510,39,572203665,51453,54444
1599,402021029,Davoren Park,7448,36,347145242,45541,46609
1600,402021030,Elizabeth,3377,40,139270444,39131,41241
1601,402021031,Elizabeth East,6099,40,301260139,46880,49395
1602,402021032,Munno Para West - Angle Vale,7478,35,399621590,50536,53440
1603,402021033,One Tree Hill,1639,50,108385882,52311,66129
1604,402021034,Smithfield - Elizabeth North,4532,38,197795463,43034,43644
1605,402021035,Virginia - Waterloo Corner,2319,42,122612940,47219,52873
1606,402031036,Enfield - Blair Athol,12795,36,630067555,44443,49243
1607,402031037,Northgate - Oakden - Gilles Plains,14806,39,835607607,51014,56437
1608,402031038,Windsor Gardens,12395,38,685688698,49253,55320
1609,402041039,Dry Creek - North,np,np,np,np,np
1610,402041040,Ingle Farm,7784,41,398324675,48065,51172
1611,402041041,Para Hills,8275,42,436707582,48569,52774
1612,402041042,Parafield,20,31,815625,36828,40781
1613,402041043,Parafield Gardens,8836,39,427003704,45648,48325
1614,402041044,Paralowie,9149,39,457098475,48366,49962
1615,402041046,Salisbury,8010,40,365054299,43921,45575
1616,402041047,Salisbury East,9648,43,512572342,49432,53127
1617,402041048,Salisbury North,8439,37,418728334,48805,49618
1618,402041171,Mawson Lakes - Globe Derby Park,8453,38,520353723,54853,61558
1619,402041172,Pooraka - Cavan,4103,40,210248446,45801,51243
1620,402051049,Golden Grove,6299,45,403049728,54941,63986
1621,402051050,Greenwith,5473,44,340602484,56648,62233
1622,402051051,Highbury - Dernancourt,6796,46,413016873,52026,60774
1623,402051052,Hope Valley - Modbury,9216,41,462745243,47007,50211
1624,402051053,Modbury Heights,11566,44,657281206,52635,56829
1625,402051054,Redwood Park,9832,44,568402292,52610,57811
1626,402051055,St Agnes - Ridgehaven,7590,44,425381978,51029,56045
1627,403011056,Brighton (SA),9184,49,644837154,54729,70213
1628,403011057,Glenelg (SA),13631,48,1011042071,55817,74172
1629,403021058,Edwardstown,8367,38,461261727,49929,55129
1630,403021059,Hallett Cove,7968,46,478699527,53476,60078
1631,403021060,Marino - Seaview Downs,5989,46,372191250,51976,62146
1632,403021061,Mitchell Park,8504,39,450660443,47053,52994
1633,403021062,Morphettville,9069,41,552793013,52690,60954
1634,403021063,Sheidow Park - Trott Park,6304,42,367007412,54804,58218
1635,403021064,Warradale,8721,40,491239071,50481,56328
1636,403031065,Belair,3066,49,226313737,58363,73814
1637,403031066,Bellevue Heights,4405,46,254407094,45896,57754
1638,403031067,Blackwood,8079,47,554827759,57667,68675
1639,403031068,Colonel Light Gardens,9674,44,662667442,57108,68500
1640,403031069,Mitcham (SA),10602,48,928220545,59081,87551
1641,403031070,Panorama,4951,44,281515014,47876,56860
1642,403041071,Aberfoyle Park,7335,45,427384792,52453,58267
1643,403041072,Aldinga,8349,43,424963320,46276,50900
1644,403041073,Christie Downs,4062,40,192261483,43726,47332
1645,403041074,Christies Beach,5561,44,288776858,46415,51929
1646,403041075,Clarendon,1787,51,114411161,48958,64024
1647,403041076,Coromandel Valley,2825,46,188992890,57536,66900
1648,403041077,Flagstaff Hill,6832,46,429218814,54734,62825
1649,403041078,Hackham - Onkaparinga Hills,3371,44,174010290,48184,51620
1650,403041079,Hackham West - Huntfield Heights,3334,40,156790932,45245,47028
1651,403041080,Happy Valley,8354,44,464556038,51552,55609
1652,403041081,Happy Valley Reservoir,np,np,np,np,np
1653,403041082,Lonsdale,94,53,5576886,50803,59329
1654,403041083,McLaren Vale,4151,47,245760298,48422,59205
1655,403041084,Morphett Vale - East,7431,42,368717168,47855,49619
1656,403041085,Morphett Vale - West,4798,41,228480169,46229,47620
1657,403041086,Reynella,5647,42,297026366,50000,52599
1658,403041087,Seaford (SA),13221,42,723686252,50160,54738
1659,403041088,Willunga,2274,49,126317449,45053,55549
1660,403041089,Woodcroft,6892,44,388112908,51999,56314
1661,404011090,Beverley,4906,40,284719149,53087,58035
1662,404011091,Flinders Park,9080,42,516017077,50351,56830
1663,404011092,Henley Beach,9687,47,685417690,55149,70756
1664,404011093,Hindmarsh - Brompton,10875,38,656608606,53554,60378
1665,404011094,Royal Park - Hendon - Albert Park,3451,39,189159220,50992,54813
1666,404011095,Seaton - Grange,9707,43,579239301,51019,59672
1667,404011096,West Lakes,9007,50,604804786,52902,67148
1668,404011097,Woodville - Cheltenham,10272,39,446720087,49661,43489
1669,404021098,Dry Creek - South,np,np,np,np,np
1670,404021099,Largs Bay - Semaphore,8897,45,579160293,57836,65096
1671,404021100,North Haven,8074,45,479740272,53618,59418
1672,404021101,Port Adelaide,6008,41,321041721,49383,53436
1673,404021102,The Parks,9247,37,450418641,43947,48710
1674,404021103,Torrens Island,np,np,np,np,np
1675,404031104,Adelaide Airport,6,51,156954,21555,26159
1676,404031105,Fulham,1725,48,106575444,51888,61783
1677,404031106,Lockleys,8283,42,514869771,50835,62160
1678,404031107,Plympton,15425,39,870891512,48092,56460
1679,404031108,Richmond (SA),10108,38,579219358,49859,57303
1680,404031109,West Beach,3329,47,228218030,54655,68555
1681,405011110,Barossa - Angaston,3664,48,206322500,48217,56311
1682,405011111,Light,5179,46,288211867,50310,55650
1683,405011112,Lyndoch,3669,46,212335736,51918,57873
1684,405011113,Mallala,1666,47,84602291,44882,50782
1685,405011114,Nuriootpa,3987,46,215449564,49143,54038
1686,405011115,Tanunda,2797,48,169425579,49701,60574
1687,405021116,Clare,2501,48,140698988,47724,56257
1688,405021117,Gilbert Valley,2825,51,147497309,42871,52211
1689,405021118,Goyder,2107,50,92327038,36774,43819
1690,405021119,Wakefield - Barunga West,4795,48,245252328,44201,51148
1691,405031120,Jamestown,2501,49,127470336,41763,50968
1692,405031121,Peterborough - Mount Remarkable,2653,52,113164483,37039,42655
1693,405031122,Port Pirie,6402,44,342726875,46931,53534
1694,405031123,Port Pirie Region,1563,47,87535002,46771,56004
1695,405041124,Kadina,2848,46,146422878,43997,51413
1696,405041125,Moonta,2332,52,109365067,37763,46898
1697,405041126,Wallaroo,1811,51,87646740,41038,48397
1698,405041127,Yorke Peninsula - North,3486,53,185602489,41140,53242
1699,405041128,Yorke Peninsula - South,1989,53,98772746,37790,49660
1700,406011129,Ceduna,1669,44,94383644,52552,56551
1701,406011130,Eyre Peninsula,3743,49,236523038,47968,63191
1702,406011131,Kimba - Cleve - Franklin Harbour,2344,48,120007795,43117,51198
1703,406011132,Le Hunte - Elliston,1292,48,71994392,46401,55723
1704,406011133,Port Lincoln,8977,44,511405985,47973,56968
1705,406011134,West Coast (SA),1947,48,103568145,43772,53194
1706,406011135,Western,17,52,1076397,66446,63317
1707,406011136,Whyalla,10232,44,650818250,56374,63606
1708,406011137,Whyalla - North,np,np,np,np,np
1709,406021138,APY Lands,295,38,14146408,30835,47954
1710,406021139,Coober Pedy,733,44,36780665,45821,50178
1711,406021140,Quorn - Lake Gilles,1188,51,63238622,44251,53231
1712,406021141,Outback,941,47,52687378,47521,55991
1713,406021142,Port Augusta,6593,43,398032288,53348,60372
1714,406021143,Roxby Downs,2602,36,257892651,95097,99113
1715,407011144,Goolwa - Port Elliot,5816,55,258638963,34355,44470
1716,407011145,Kangaroo Island,2831,50,132699802,37670,46874
1717,407011146,Strathalbyn,4199,48,218918858,44726,52136
1718,407011147,Strathalbyn Region,4348,48,222209581,43935,51106
1719,407011148,Victor Harbor,7551,54,344242513,35442,45589
1720,407011149,Yankalilla,3113,53,143660129,38887,46148
1721,407021150,Grant,2909,47,176538910,51389,60687
1722,407021151,Kingston - Robe,2332,51,138637516,45906,59450
1723,407021152,Millicent,2799,48,153039100,44278,54676
1724,407021154,Naracoorte,4096,43,224719461,46342,54863
1725,407021155,Naracoorte Region,1416,48,98786388,50951,69764
1726,407021156,Penola,1905,47,111231078,49740,58389
1727,407021157,Tatiara,4440,44,254221519,47238,57257
1728,407021158,Wattle Range,1811,49,107668213,47428,59452
1729,407021173,Mount Gambier - East,8765,45,495953673,50048,56583
1730,407021174,Mount Gambier - West,7530,43,406181251,48555,53942
1731,407031159,Barmera,3623,49,179835479,45036,49637
1732,407031160,Berri,2056,44,105464774,46132,51296
1733,407031161,Karoonda - Lameroo,1753,48,76776587,38039,43797
1734,407031162,Loxton,3070,46,156594657,46044,51008
1735,407031163,Loxton Region,859,47,39137924,40069,45562
1736,407031164,Mannum,3129,51,138028209,38232,44113
1737,407031165,Murray Bridge,8950,43,418369475,43410,46745
1738,407031166,Murray Bridge Region,2125,48,95153767,40256,44778
1739,407031167,Renmark,2581,43,122725163,41322,47549
1740,407031168,Renmark Region,2648,46,136807200,45625,51664
1741,407031169,The Coorong,2921,49,147723862,41826,50573
1742,407031170,Waikerie,3331,48,157197703,41759,47192
1743,Western Australia,,1524871,42,108018126323,54220,70838
1744,501011001,Augusta,3774,48,185914378,38371,49262
1745,501011002,Busselton,16013,46,906993243,44444,56641
1746,501011003,Busselton Region,7586,46,464892566,45445,61283
1747,501011004,Margaret River,6510,42,353354941,42437,54279
1748,501021005,Australind - Leschenault,11032,43,739605419,53763,67042
1749,501021007,Capel,3061,47,185349620,49517,60552
1750,501021008,College Grove - Carey Park,3266,42,174262597,46061,53357
1751,501021009,Collie,4354,46,281266112,50894,64599
1752,501021010,Dardanup,2023,48,122219664,49925,60415
1753,501021011,Davenport,54,52,4360508,58895,80750
1754,501021012,Eaton - Pelican Point,6987,41,447994084,53345,64118
1755,501021014,Harvey,5326,46,325358152,49057,61089
1756,501021015,East Bunbury - Glen Iris,4177,43,252056060,48350,60344
1757,501021016,Waroona,2207,48,141995591,50126,64339
1758,501021251,Dalyellup,5530,41,384507158,57719,69531
1759,501021252,Gelorup - Stratham,1936,48,151747986,56644,78382
1760,501021253,South Bunbury - Bunbury,7714,48,546511231,51457,70847
1761,501021254,Withers - Usher,2395,42,127100287,45878,53069
1762,501031017,Bridgetown - Boyup Brook,3712,51,210078172,42759,56594
1763,501031018,Donnybrook - Balingup,3557,49,190822802,41352,53647
1764,501031019,Manjimup,3219,46,166970055,45599,51870
1765,501031020,Pemberton,2944,51,134033405,31757,45528
1766,502011021,Dawesville - Bouvard,4370,47,287686016,50000,65832
1767,502011022,Falcon - Wannanup,5435,48,340293713,45745,62612
1768,502011023,Greenfields,4633,46,256251482,43963,55310
1769,502011024,Halls Head - Erskine,11041,48,746186236,48403,67583
1770,502011025,Mandurah,4721,47,265564485,43142,56252
1771,502011026,Mandurah - East,3466,48,220325793,48772,63568
1772,502011027,Mandurah - North,11029,41,765220714,56627,69383
1773,502011028,Mandurah - South,5267,48,315337647,45022,59870
1774,502011029,Pinjarra,5060,45,329153687,50760,65050
1775,503011030,City Beach,4750,51,662467530,70054,139467
1776,503011031,Claremont (WA),5561,50,657838738,62700,118295
1777,503011032,Cottesloe,5569,49,1565441596,78318,281099
1778,503011033,Floreat,5506,48,658721225,72626,119637
1779,503011034,Mosman Park - Peppermint Grove,6707,47,1131498783,67569,168704
1780,503011035,Nedlands - Dalkeith - Crawley,11528,48,1671344296,64205,144981
1781,503011036,Swanbourne - Mount Claremont,6150,48,765365535,69689,124450
1782,503021037,Kings Park (WA),31,61,8582732,126479,276862
1783,503021038,Mount Hawthorn - Leederville,7255,40,656456544,70639,90483
1784,503021039,Mount Lawley - Inglewood,10962,41,998903772,62868,91124
1785,503021040,North Perth,6170,40,517002903,62995,83793
1786,503021041,Perth City,25326,35,2029352024,55601,80129
1787,503021042,Subiaco - Shenton Park,11224,44,1148947125,67013,102365
1788,503021043,Wembley - West Leederville - Glendalough,12219,39,1044907569,56413,85515
1789,504011044,Bassendean - Eden Hill - Ashfield,9186,42,612505759,56512,66678
1790,504011045,Bayswater - Embleton - Bedford,14636,41,1027587914,58791,70210
1791,504011046,Maylands,8424,37,596276470,58162,70783
1792,504011047,Morley,13389,40,740771438,48189,55327
1793,504011048,Noranda,4872,47,296482086,48030,60854
1794,504021049,Chidlow,1726,48,111128573,54098,64385
1795,504021050,Glen Forrest - Darlington,4544,48,344512848,55002,75817
1796,504021051,Helena Valley - Koongamia,3412,44,230507634,54230,67558
1797,504021052,Malmalling - Reservoir,4,65,220051,25508,55013
1798,504021053,Mundaring,8158,48,549570659,52982,67366
1799,504021054,Swan View - Greenmount - Midvale,7084,44,423887857,51657,59837
1800,504031055,Avon Valley National Park,np,np,np,np,np
1801,504031056,Ballajura,10786,43,605992923,49290,56183
1802,504031057,Beechboro,10927,38,645205547,51187,59047
1803,504031058,Bullsbrook,3267,44,210619902,53286,64469
1804,504031059,Ellenbrook,23888,37,1553067198,58067,65015
1805,504031060,Gidgegannup,1885,49,152667285,55208,80991
1806,504031061,Hazelmere - Guildford,2902,41,205521802,61254,70821
1807,504031062,Lockridge - Kiara,6650,38,413641647,54656,62202
1808,504031063,Malaga,136,50,11494640,56568,84519
1809,504031064,Melaleuca - Lexia,np,np,np,np,np
1810,504031065,Middle Swan - Herne Hill,3154,44,192476810,51411,61026
1811,504031066,Midland - Guildford,5795,41,360125906,52618,62144
1812,504031067,Stratton - Jane Brook,4124,42,268144772,56758,65021
1813,504031068,The Vines,7058,42,513363696,58724,72735
1814,504031069,Walyunga National Park,np,np,np,np,np
1815,505011070,Craigie - Beldon,6153,38,377831906,55086,61406
1816,505011071,Currambine - Kinross,8941,44,588370085,54185,65806
1817,505011072,Duncraig,9845,47,733094689,56909,74464
1818,505011073,Greenwood - Warwick,8191,44,511644600,53304,62464
1819,505011074,Heathridge - Connolly,6696,42,431004194,53903,64367
1820,505011075,Hillarys,7566,48,640761492,57857,84690
1821,505011076,Iluka - Burns Beach,6473,47,561060437,62159,86677
1822,505011077,Joondalup - Edgewater,8526,42,531687360,52199,62361
1823,505011078,Kingsley,7976,47,537203814,54246,67353
1824,505011079,Mullaloo - Kallaroo,7351,46,550682075,55468,74913
1825,505011080,Ocean Reef,5341,48,388299781,53788,72702
1826,505011081,Padbury,5166,42,338762090,55494,65575
1827,505011082,Sorrento - Marmion,6902,49,613778977,58474,88928
1828,505011083,Woodvale,6326,48,444297855,54127,70234
1829,505021084,Balcatta - Hamersley,9429,41,575540740,52916,61039
